"","Abbreviation","State","Sex","Year","Age","ex"
"2366","RI","Rhode Island","b",1984,"0",75.66
"2367","RI","Rhode Island","b",1985,"0",75.61
"2368","RI","Rhode Island","b",1986,"0",75.59
"2369","RI","Rhode Island","b",1987,"0",75.72
"2370","RI","Rhode Island","b",1988,"0",76.06
"2371","RI","Rhode Island","b",1989,"0",76.22
"2372","RI","Rhode Island","b",1990,"0",76.39
"2373","RI","Rhode Island","b",1991,"0",76.87
"2374","RI","Rhode Island","b",1992,"0",77.01
"2375","RI","Rhode Island","b",1993,"0",76.69
"2376","RI","Rhode Island","b",1994,"0",77.45
"2377","RI","Rhode Island","b",1995,"0",77.39
"2378","RI","Rhode Island","b",1996,"0",77.96
"2379","RI","Rhode Island","b",1997,"0",77.53
"2380","RI","Rhode Island","b",1998,"0",77.95
"2381","RI","Rhode Island","b",1999,"0",78.16
"2382","RI","Rhode Island","b",2000,"0",77.97
"2383","RI","Rhode Island","b",2001,"0",77.94
"2384","RI","Rhode Island","b",2002,"0",77.85
"2385","RI","Rhode Island","b",2003,"0",78.06
"2386","RI","Rhode Island","b",2004,"0",78.73
"2387","RI","Rhode Island","b",2005,"0",78.66
"2388","RI","Rhode Island","b",2006,"0",78.99
"2389","RI","Rhode Island","b",2007,"0",79.1
"2390","RI","Rhode Island","b",2008,"0",79.2
"2391","RI","Rhode Island","b",2009,"0",79.6
"2392","RI","Rhode Island","b",2010,"0",79.51
"2393","RI","Rhode Island","b",2011,"0",79.85
"2394","RI","Rhode Island","b",2012,"0",80.18
"2395","RI","Rhode Island","b",2013,"0",79.75
"2396","RI","Rhode Island","b",2014,"0",80.02
"2397","RI","Rhode Island","b",2015,"0",79.58
"2398","RI","Rhode Island","b",2016,"0",79.98
"2399","RI","Rhode Island","b",2017,"0",79.66
"2400","RI","Rhode Island","b",2018,"0",80.06
"2401","SC","South Carolina","b",1959,"0",66.37
"2402","SC","South Carolina","b",1960,"0",66.1
"2403","SC","South Carolina","b",1961,"0",66.87
"2404","SC","South Carolina","b",1962,"0",67.08
"2405","SC","South Carolina","b",1963,"0",66.47
"2406","SC","South Carolina","b",1964,"0",67.03
"2407","SC","South Carolina","b",1965,"0",67
"2408","SC","South Carolina","b",1966,"0",66.98
"2409","SC","South Carolina","b",1967,"0",67.6
"2410","SC","South Carolina","b",1968,"0",66.89
"2411","SC","South Carolina","b",1969,"0",67.62
"2412","SC","South Carolina","b",1970,"0",68.08
"2413","SC","South Carolina","b",1971,"0",68.28
"2414","SC","South Carolina","b",1972,"0",68.3
"2415","SC","South Carolina","b",1973,"0",68.18
"2416","SC","South Carolina","b",1974,"0",69.12
"2417","SC","South Carolina","b",1975,"0",70.15
"2418","SC","South Carolina","b",1976,"0",70.58
"2419","SC","South Carolina","b",1977,"0",70.7
"2420","SC","South Carolina","b",1978,"0",71.34
"2421","SC","South Carolina","b",1979,"0",71.69
"2422","SC","South Carolina","b",1980,"0",71.79
"2423","SC","South Carolina","b",1981,"0",72.11
"2424","SC","South Carolina","b",1982,"0",72.75
"2425","SC","South Carolina","b",1983,"0",72.65
"2426","SC","South Carolina","b",1984,"0",72.94
"2427","SC","South Carolina","b",1985,"0",73
"2428","SC","South Carolina","b",1986,"0",72.83
"2429","SC","South Carolina","b",1987,"0",73.02
"2430","SC","South Carolina","b",1988,"0",73.03
"2431","SC","South Carolina","b",1989,"0",73.23
"2432","SC","South Carolina","b",1990,"0",73.62
"2433","SC","South Carolina","b",1991,"0",73.88
"2434","SC","South Carolina","b",1992,"0",74.09
"2435","SC","South Carolina","b",1993,"0",73.92
"2436","SC","South Carolina","b",1994,"0",74.19
"2437","SC","South Carolina","b",1995,"0",74.12
"2438","SC","South Carolina","b",1996,"0",74.25
"2439","SC","South Carolina","b",1997,"0",74.77
"2440","SC","South Carolina","b",1998,"0",74.78
"2441","SC","South Carolina","b",1999,"0",74.63
"2442","SC","South Carolina","b",2000,"0",74.74
"2443","SC","South Carolina","b",2001,"0",75.05
"2444","SC","South Carolina","b",2002,"0",75.09
"2445","SC","South Carolina","b",2003,"0",75.25
"2446","SC","South Carolina","b",2004,"0",75.71
"2447","SC","South Carolina","b",2005,"0",75.62
"2448","SC","South Carolina","b",2006,"0",75.97
"2449","SC","South Carolina","b",2007,"0",76.15
"2450","SC","South Carolina","b",2008,"0",76.5
"2451","SC","South Carolina","b",2009,"0",76.81
"2452","SC","South Carolina","b",2010,"0",76.76
"2453","SC","South Carolina","b",2011,"0",77
"2454","SC","South Carolina","b",2012,"0",77.07
"2455","SC","South Carolina","b",2013,"0",77.08
"2456","SC","South Carolina","b",2014,"0",77.09
"2457","SC","South Carolina","b",2015,"0",76.82
"2458","SC","South Carolina","b",2016,"0",76.86
"2459","SC","South Carolina","b",2017,"0",76.9
"2460","SC","South Carolina","b",2018,"0",76.91
"2461","SD","South Dakota","b",1959,"0",70.99
"2462","SD","South Dakota","b",1960,"0",70.52
"2463","SD","South Dakota","b",1961,"0",71.44
"2464","SD","South Dakota","b",1962,"0",70.87
"2465","SD","South Dakota","b",1963,"0",71.09
"2466","SD","South Dakota","b",1964,"0",71.42
"2467","SD","South Dakota","b",1965,"0",71.89
"2468","SD","South Dakota","b",1966,"0",71.63
"2469","SD","South Dakota","b",1967,"0",72.5
"2470","SD","South Dakota","b",1968,"0",72.08
"2471","SD","South Dakota","b",1969,"0",71.68
"2472","SD","South Dakota","b",1970,"0",72.33
"2473","SD","South Dakota","b",1971,"0",72.39
"2474","SD","South Dakota","b",1972,"0",71.5
"2475","SD","South Dakota","b",1973,"0",72.91
"2476","SD","South Dakota","b",1974,"0",73.14
"2477","SD","South Dakota","b",1975,"0",73.68
"2478","SD","South Dakota","b",1976,"0",73.35
"2479","SD","South Dakota","b",1977,"0",74.31
"2480","SD","South Dakota","b",1978,"0",74.41
"2481","SD","South Dakota","b",1979,"0",74.99
"2482","SD","South Dakota","b",1980,"0",74.78
"2483","SD","South Dakota","b",1981,"0",75.26
"2484","SD","South Dakota","b",1982,"0",75.48
"2485","SD","South Dakota","b",1983,"0",75.53
"2486","SD","South Dakota","b",1984,"0",75.95
"2487","SD","South Dakota","b",1985,"0",76.11
"2488","SD","South Dakota","b",1986,"0",75.75
"2489","SD","South Dakota","b",1987,"0",76.19
"2490","SD","South Dakota","b",1988,"0",76.55
"2491","SD","South Dakota","b",1989,"0",76.69
"2492","SD","South Dakota","b",1990,"0",77.14
"2493","SD","South Dakota","b",1991,"0",77.01
"2494","SD","South Dakota","b",1992,"0",76.93
"2495","SD","South Dakota","b",1993,"0",76.86
"2496","SD","South Dakota","b",1994,"0",77.16
"2497","SD","South Dakota","b",1995,"0",77.19
"2498","SD","South Dakota","b",1996,"0",77.51
"2499","SD","South Dakota","b",1997,"0",77.67
"2500","SD","South Dakota","b",1998,"0",77.46
"2501","SD","South Dakota","b",1999,"0",77.65
"2502","SD","South Dakota","b",2000,"0",77.98
"2503","SD","South Dakota","b",2001,"0",78.04
"2504","SD","South Dakota","b",2002,"0",78.3
"2505","SD","South Dakota","b",2003,"0",77.77
"2506","SD","South Dakota","b",2004,"0",78.44
"2507","SD","South Dakota","b",2005,"0",78.32
"2508","SD","South Dakota","b",2006,"0",78.67
"2509","SD","South Dakota","b",2007,"0",79.31
"2510","SD","South Dakota","b",2008,"0",79.01
"2511","SD","South Dakota","b",2009,"0",79.27
"2512","SD","South Dakota","b",2010,"0",79.3
"2513","SD","South Dakota","b",2011,"0",79.29
"2514","SD","South Dakota","b",2012,"0",79.11
"2515","SD","South Dakota","b",2013,"0",79.71
"2516","SD","South Dakota","b",2014,"0",79.26
"2517","SD","South Dakota","b",2015,"0",78.97
"2518","SD","South Dakota","b",2016,"0",78.98
"2519","SD","South Dakota","b",2017,"0",78.78
"2520","SD","South Dakota","b",2018,"0",79.19
"2521","TN","Tennessee","b",1959,"0",69.53
"2522","TN","Tennessee","b",1960,"0",69.38
"2523","TN","Tennessee","b",1961,"0",69.79
"2524","TN","Tennessee","b",1962,"0",69.59
"2525","TN","Tennessee","b",1963,"0",69.28
"2526","TN","Tennessee","b",1964,"0",69.63
"2527","TN","Tennessee","b",1965,"0",69.95
"2528","TN","Tennessee","b",1966,"0",69.74
"2529","TN","Tennessee","b",1967,"0",70.08
"2530","TN","Tennessee","b",1968,"0",69.76
"2531","TN","Tennessee","b",1969,"0",69.88
"2532","TN","Tennessee","b",1970,"0",69.97
"2533","TN","Tennessee","b",1971,"0",70.6
"2534","TN","Tennessee","b",1972,"0",70.41
"2535","TN","Tennessee","b",1973,"0",70.56
"2536","TN","Tennessee","b",1974,"0",71.12
"2537","TN","Tennessee","b",1975,"0",71.8
"2538","TN","Tennessee","b",1976,"0",72.11
"2539","TN","Tennessee","b",1977,"0",72.38
"2540","TN","Tennessee","b",1978,"0",72.93
"2541","TN","Tennessee","b",1979,"0",73.31
"2542","TN","Tennessee","b",1980,"0",73.05
"2543","TN","Tennessee","b",1981,"0",73.52
"2544","TN","Tennessee","b",1982,"0",73.94
"2545","TN","Tennessee","b",1983,"0",73.83
"2546","TN","Tennessee","b",1984,"0",73.82
"2547","TN","Tennessee","b",1985,"0",73.85
"2548","TN","Tennessee","b",1986,"0",73.87
"2549","TN","Tennessee","b",1987,"0",73.91
"2550","TN","Tennessee","b",1988,"0",73.95
"2551","TN","Tennessee","b",1989,"0",74.32
"2552","TN","Tennessee","b",1990,"0",74.18
"2553","TN","Tennessee","b",1991,"0",74.5
"2554","TN","Tennessee","b",1992,"0",74.74
"2555","TN","Tennessee","b",1993,"0",74.34
"2556","TN","Tennessee","b",1994,"0",74.38
"2557","TN","Tennessee","b",1995,"0",74.33
"2558","TN","Tennessee","b",1996,"0",74.68
"2559","TN","Tennessee","b",1997,"0",74.68
"2560","TN","Tennessee","b",1998,"0",74.8
"2561","TN","Tennessee","b",1999,"0",74.97
"2562","TN","Tennessee","b",2000,"0",74.71
"2563","TN","Tennessee","b",2001,"0",75.03
"2564","TN","Tennessee","b",2002,"0",74.81
"2565","TN","Tennessee","b",2003,"0",74.86
"2566","TN","Tennessee","b",2004,"0",75.29
"2567","TN","Tennessee","b",2005,"0",75.25
"2568","TN","Tennessee","b",2006,"0",75.53
"2569","TN","Tennessee","b",2007,"0",75.88
"2570","TN","Tennessee","b",2008,"0",75.9
"2571","TN","Tennessee","b",2009,"0",76.14
"2572","TN","Tennessee","b",2010,"0",76.18
"2573","TN","Tennessee","b",2011,"0",76.31
"2574","TN","Tennessee","b",2012,"0",76.3
"2575","TN","Tennessee","b",2013,"0",76.36
"2576","TN","Tennessee","b",2014,"0",76.25
"2577","TN","Tennessee","b",2015,"0",76.15
"2578","TN","Tennessee","b",2016,"0",75.99
"2579","TN","Tennessee","b",2017,"0",75.81
"2580","TN","Tennessee","b",2018,"0",75.88
"2581","TX","Texas","b",1959,"0",70.42
"2582","TX","Texas","b",1960,"0",70.18
"2583","TX","Texas","b",1961,"0",70.81
"2584","TX","Texas","b",1962,"0",70.42
"2585","TX","Texas","b",1963,"0",70.35
"2586","TX","Texas","b",1964,"0",70.62
"2587","TX","Texas","b",1965,"0",70.84
"2588","TX","Texas","b",1966,"0",70.61
"2589","TX","Texas","b",1967,"0",70.97
"2590","TX","Texas","b",1968,"0",70.42
"2591","TX","Texas","b",1969,"0",70.57
"2592","TX","Texas","b",1970,"0",70.84
"2593","TX","Texas","b",1971,"0",71.29
"2594","TX","Texas","b",1972,"0",71.08
"2595","TX","Texas","b",1973,"0",71.18
"2596","TX","Texas","b",1974,"0",71.93
"2597","TX","Texas","b",1975,"0",72.46
"2598","TX","Texas","b",1976,"0",72.7
"2599","TX","Texas","b",1977,"0",73.16
"2600","TX","Texas","b",1978,"0",73.18
"2601","TX","Texas","b",1979,"0",73.52
"2602","TX","Texas","b",1980,"0",73.59
"2603","TX","Texas","b",1981,"0",73.8
"2604","TX","Texas","b",1982,"0",74.22
"2605","TX","Texas","b",1983,"0",74.3
"2606","TX","Texas","b",1984,"0",74.43
"2607","TX","Texas","b",1985,"0",74.57
"2608","TX","Texas","b",1986,"0",74.79
"2609","TX","Texas","b",1987,"0",75.01
"2610","TX","Texas","b",1988,"0",74.94
"2611","TX","Texas","b",1989,"0",74.96
"2612","TX","Texas","b",1990,"0",75.18
"2613","TX","Texas","b",1991,"0",75.38
"2614","TX","Texas","b",1992,"0",75.53
"2615","TX","Texas","b",1993,"0",75.44
"2616","TX","Texas","b",1994,"0",75.65
"2617","TX","Texas","b",1995,"0",75.88
"2618","TX","Texas","b",1996,"0",76.04
"2619","TX","Texas","b",1997,"0",76.2
"2620","TX","Texas","b",1998,"0",76.51
"2621","TX","Texas","b",1999,"0",76.52
"2622","TX","Texas","b",2000,"0",76.53
"2623","TX","Texas","b",2001,"0",76.58
"2624","TX","Texas","b",2002,"0",76.61
"2625","TX","Texas","b",2003,"0",76.86
"2626","TX","Texas","b",2004,"0",77.29
"2627","TX","Texas","b",2005,"0",77.38
"2628","TX","Texas","b",2006,"0",77.65
"2629","TX","Texas","b",2007,"0",77.73
"2630","TX","Texas","b",2008,"0",77.78
"2631","TX","Texas","b",2009,"0",78.17
"2632","TX","Texas","b",2010,"0",78.36
"2633","TX","Texas","b",2011,"0",78.59
"2634","TX","Texas","b",2012,"0",78.6
"2635","TX","Texas","b",2013,"0",78.61
"2636","TX","Texas","b",2014,"0",78.61
"2637","TX","Texas","b",2015,"0",78.62
"2638","TX","Texas","b",2016,"0",78.77
"2639","TX","Texas","b",2017,"0",78.73
"2640","TX","Texas","b",2018,"0",78.87
"2641","UT","Utah","b",1959,"0",71.62
"2642","UT","Utah","b",1960,"0",71.75
"2643","UT","Utah","b",1961,"0",71.9
"2644","UT","Utah","b",1962,"0",71.81
"2645","UT","Utah","b",1963,"0",71.73
"2646","UT","Utah","b",1964,"0",72.22
"2647","UT","Utah","b",1965,"0",71.94
"2648","UT","Utah","b",1966,"0",71.8
"2649","UT","Utah","b",1967,"0",72.87
"2650","UT","Utah","b",1968,"0",72.54
"2651","UT","Utah","b",1969,"0",73.04
"2652","UT","Utah","b",1970,"0",72.77
"2653","UT","Utah","b",1971,"0",73.09
"2654","UT","Utah","b",1972,"0",73.23
"2655","UT","Utah","b",1973,"0",73.33
"2656","UT","Utah","b",1974,"0",74.13
"2657","UT","Utah","b",1975,"0",74.2
"2658","UT","Utah","b",1976,"0",74.9
"2659","UT","Utah","b",1977,"0",75.17
"2660","UT","Utah","b",1978,"0",75.08
"2661","UT","Utah","b",1979,"0",75.75
"2662","UT","Utah","b",1980,"0",75.78
"2663","UT","Utah","b",1981,"0",75.89
"2664","UT","Utah","b",1982,"0",76.13
"2665","UT","Utah","b",1983,"0",76.56
"2666","UT","Utah","b",1984,"0",76.31
"2667","UT","Utah","b",1985,"0",76.53
"2668","UT","Utah","b",1986,"0",77
"2669","UT","Utah","b",1987,"0",76.98
"2670","UT","Utah","b",1988,"0",77.24
"2671","UT","Utah","b",1989,"0",77.55
"2672","UT","Utah","b",1990,"0",78
"2673","UT","Utah","b",1991,"0",77.94
"2674","UT","Utah","b",1992,"0",78.27
"2675","UT","Utah","b",1993,"0",77.92
"2676","UT","Utah","b",1994,"0",78.2
"2677","UT","Utah","b",1995,"0",78.17
"2678","UT","Utah","b",1996,"0",78.49
"2679","UT","Utah","b",1997,"0",78.39
"2680","UT","Utah","b",1998,"0",78.42
"2681","UT","Utah","b",1999,"0",78.51
"2682","UT","Utah","b",2000,"0",78.59
"2683","UT","Utah","b",2001,"0",78.64
"2684","UT","Utah","b",2002,"0",78.59
"2685","UT","Utah","b",2003,"0",78.62
"2686","UT","Utah","b",2004,"0",78.85
"2687","UT","Utah","b",2005,"0",79.2
"2688","UT","Utah","b",2006,"0",79.22
"2689","UT","Utah","b",2007,"0",79.22
"2690","UT","Utah","b",2008,"0",79.75
"2691","UT","Utah","b",2009,"0",79.93
"2692","UT","Utah","b",2010,"0",79.81
"2693","UT","Utah","b",2011,"0",79.8
"2694","UT","Utah","b",2012,"0",79.85
"2695","UT","Utah","b",2013,"0",79.68
"2696","UT","Utah","b",2014,"0",79.71
"2697","UT","Utah","b",2015,"0",79.57
"2698","UT","Utah","b",2016,"0",79.47
"2699","UT","Utah","b",2017,"0",79.73
"2700","UT","Utah","b",2018,"0",79.93
"2701","VT","Vermont","b",1959,"0",70.36
"2702","VT","Vermont","b",1960,"0",70.43
"2703","VT","Vermont","b",1961,"0",70.6
"2704","VT","Vermont","b",1962,"0",70.73
"2705","VT","Vermont","b",1963,"0",70.6
"2706","VT","Vermont","b",1964,"0",70.42
"2707","VT","Vermont","b",1965,"0",70.5
"2708","VT","Vermont","b",1966,"0",70.69
"2709","VT","Vermont","b",1967,"0",70.96
"2710","VT","Vermont","b",1968,"0",70.89
"2711","VT","Vermont","b",1969,"0",71.3
"2712","VT","Vermont","b",1970,"0",71.85
"2713","VT","Vermont","b",1971,"0",72.2
"2714","VT","Vermont","b",1972,"0",72.79
"2715","VT","Vermont","b",1973,"0",72.14
"2716","VT","Vermont","b",1974,"0",72.94
"2717","VT","Vermont","b",1975,"0",73.49
"2718","VT","Vermont","b",1976,"0",73.95
"2719","VT","Vermont","b",1977,"0",74.56
"2720","VT","Vermont","b",1978,"0",74.07
"2721","VT","Vermont","b",1979,"0",75.16
"2722","VT","Vermont","b",1980,"0",74.29
"2723","VT","Vermont","b",1981,"0",75.27
"2724","VT","Vermont","b",1982,"0",75.14
"2725","VT","Vermont","b",1983,"0",75.18
"2726","VT","Vermont","b",1984,"0",75.58
"2727","VT","Vermont","b",1985,"0",75.5
"2728","VT","Vermont","b",1986,"0",75.37
"2729","VT","Vermont","b",1987,"0",75.52
"2730","VT","Vermont","b",1988,"0",76.37
"2731","VT","Vermont","b",1989,"0",76.42
"2732","VT","Vermont","b",1990,"0",76.7
"2733","VT","Vermont","b",1991,"0",77.25
"2734","VT","Vermont","b",1992,"0",76.85
"2735","VT","Vermont","b",1993,"0",76.63
"2736","VT","Vermont","b",1994,"0",77.48
"2737","VT","Vermont","b",1995,"0",77.2
"2738","VT","Vermont","b",1996,"0",77.65
"2739","VT","Vermont","b",1997,"0",77.79
"2740","VT","Vermont","b",1998,"0",78.07
"2741","VT","Vermont","b",1999,"0",78.11
"2742","VT","Vermont","b",2000,"0",78.19
"2743","VT","Vermont","b",2001,"0",78.32
"2744","VT","Vermont","b",2002,"0",78.79
"2745","VT","Vermont","b",2003,"0",78.91
"2746","VT","Vermont","b",2004,"0",79.5
"2747","VT","Vermont","b",2005,"0",79.39
"2748","VT","Vermont","b",2006,"0",79.46
"2749","VT","Vermont","b",2007,"0",79.6
"2750","VT","Vermont","b",2008,"0",79.8
"2751","VT","Vermont","b",2009,"0",80.35
"2752","VT","Vermont","b",2010,"0",80.11
"2753","VT","Vermont","b",2011,"0",79.86
"2754","VT","Vermont","b",2012,"0",80.25
"2755","VT","Vermont","b",2013,"0",79.9
"2756","VT","Vermont","b",2014,"0",80.14
"2757","VT","Vermont","b",2015,"0",79.79
"2758","VT","Vermont","b",2016,"0",79.72
"2759","VT","Vermont","b",2017,"0",79.66
"2760","VT","Vermont","b",2018,"0",79.67
"2761","VA","Virginia","b",1959,"0",68.8
"2762","VA","Virginia","b",1960,"0",68.72
"2763","VA","Virginia","b",1961,"0",69.28
"2764","VA","Virginia","b",1962,"0",69
"2765","VA","Virginia","b",1963,"0",68.84
"2766","VA","Virginia","b",1964,"0",69.23
"2767","VA","Virginia","b",1965,"0",69.34
"2768","VA","Virginia","b",1966,"0",69.49
"2769","VA","Virginia","b",1967,"0",69.8
"2770","VA","Virginia","b",1968,"0",69.29
"2771","VA","Virginia","b",1969,"0",69.76
"2772","VA","Virginia","b",1970,"0",70.24
"2773","VA","Virginia","b",1971,"0",70.51
"2774","VA","Virginia","b",1972,"0",70.45
"2775","VA","Virginia","b",1973,"0",70.76
"2776","VA","Virginia","b",1974,"0",71.42
"2777","VA","Virginia","b",1975,"0",72.02
"2778","VA","Virginia","b",1976,"0",72.34
"2779","VA","Virginia","b",1977,"0",72.8
"2780","VA","Virginia","b",1978,"0",73.13
"2781","VA","Virginia","b",1979,"0",73.41
"2782","VA","Virginia","b",1980,"0",73.32
"2783","VA","Virginia","b",1981,"0",73.81
"2784","VA","Virginia","b",1982,"0",74.3
"2785","VA","Virginia","b",1983,"0",74.25
"2786","VA","Virginia","b",1984,"0",74.33
"2787","VA","Virginia","b",1985,"0",74.47
"2788","VA","Virginia","b",1986,"0",74.48
"2789","VA","Virginia","b",1987,"0",74.79
"2790","VA","Virginia","b",1988,"0",74.83
"2791","VA","Virginia","b",1989,"0",75.22
"2792","VA","Virginia","b",1990,"0",75.33
"2793","VA","Virginia","b",1991,"0",75.4
"2794","VA","Virginia","b",1992,"0",75.79
"2795","VA","Virginia","b",1993,"0",75.63
"2796","VA","Virginia","b",1994,"0",75.78
"2797","VA","Virginia","b",1995,"0",75.94
"2798","VA","Virginia","b",1996,"0",76.14
"2799","VA","Virginia","b",1997,"0",76.4
"2800","VA","Virginia","b",1998,"0",76.62
"2801","VA","Virginia","b",1999,"0",76.71
"2802","VA","Virginia","b",2000,"0",76.78
"2803","VA","Virginia","b",2001,"0",77.06
"2804","VA","Virginia","b",2002,"0",77.18
"2805","VA","Virginia","b",2003,"0",77.14
"2806","VA","Virginia","b",2004,"0",77.77
"2807","VA","Virginia","b",2005,"0",77.74
"2808","VA","Virginia","b",2006,"0",78.1
"2809","VA","Virginia","b",2007,"0",78.21
"2810","VA","Virginia","b",2008,"0",78.43
"2811","VA","Virginia","b",2009,"0",78.77
"2812","VA","Virginia","b",2010,"0",79.05
"2813","VA","Virginia","b",2011,"0",79.03
"2814","VA","Virginia","b",2012,"0",79.25
"2815","VA","Virginia","b",2013,"0",79.35
"2816","VA","Virginia","b",2014,"0",79.43
"2817","VA","Virginia","b",2015,"0",79.3
"2818","VA","Virginia","b",2016,"0",79.32
"2819","VA","Virginia","b",2017,"0",79.27
"2820","VA","Virginia","b",2018,"0",79.38
"2821","WA","Washington","b",1959,"0",70.8
"2822","WA","Washington","b",1960,"0",71.05
"2823","WA","Washington","b",1961,"0",71.36
"2824","WA","Washington","b",1962,"0",71.25
"2825","WA","Washington","b",1963,"0",71.45
"2826","WA","Washington","b",1964,"0",71.39
"2827","WA","Washington","b",1965,"0",71.89
"2828","WA","Washington","b",1966,"0",71.4
"2829","WA","Washington","b",1967,"0",71.5
"2830","WA","Washington","b",1968,"0",71.19
"2831","WA","Washington","b",1969,"0",71.41
"2832","WA","Washington","b",1970,"0",71.88
"2833","WA","Washington","b",1971,"0",72.09
"2834","WA","Washington","b",1972,"0",72.54
"2835","WA","Washington","b",1973,"0",72.55
"2836","WA","Washington","b",1974,"0",73.2
"2837","WA","Washington","b",1975,"0",73.58
"2838","WA","Washington","b",1976,"0",73.84
"2839","WA","Washington","b",1977,"0",74.46
"2840","WA","Washington","b",1978,"0",74.62
"2841","WA","Washington","b",1979,"0",75.18
"2842","WA","Washington","b",1980,"0",75.01
"2843","WA","Washington","b",1981,"0",75.45
"2844","WA","Washington","b",1982,"0",75.77
"2845","WA","Washington","b",1983,"0",76.04
"2846","WA","Washington","b",1984,"0",75.86
"2847","WA","Washington","b",1985,"0",75.86
"2848","WA","Washington","b",1986,"0",76.26
"2849","WA","Washington","b",1987,"0",76.29
"2850","WA","Washington","b",1988,"0",76.27
"2851","WA","Washington","b",1989,"0",76.77
"2852","WA","Washington","b",1990,"0",76.79
"2853","WA","Washington","b",1991,"0",77.17
"2854","WA","Washington","b",1992,"0",77.19
"2855","WA","Washington","b",1993,"0",76.96
"2856","WA","Washington","b",1994,"0",77.33
"2857","WA","Washington","b",1995,"0",77.45
"2858","WA","Washington","b",1996,"0",77.45
"2859","WA","Washington","b",1997,"0",77.93
"2860","WA","Washington","b",1998,"0",77.98
"2861","WA","Washington","b",1999,"0",77.99
"2862","WA","Washington","b",2000,"0",78.19
"2863","WA","Washington","b",2001,"0",78.27
"2864","WA","Washington","b",2002,"0",78.34
"2865","WA","Washington","b",2003,"0",78.47
"2866","WA","Washington","b",2004,"0",79
"2867","WA","Washington","b",2005,"0",78.98
"2868","WA","Washington","b",2006,"0",79.35
"2869","WA","Washington","b",2007,"0",79.36
"2870","WA","Washington","b",2008,"0",79.35
"2871","WA","Washington","b",2009,"0",79.67
"2872","WA","Washington","b",2010,"0",80.08
"2873","WA","Washington","b",2011,"0",80.09
"2874","WA","Washington","b",2012,"0",80.17
"2875","WA","Washington","b",2013,"0",80.29
"2876","WA","Washington","b",2014,"0",80.31
"2877","WA","Washington","b",2015,"0",80.08
"2878","WA","Washington","b",2016,"0",80.35
"2879","WA","Washington","b",2017,"0",80.17
"2880","WA","Washington","b",2018,"0",80.36
"2881","WV","West Virginia","b",1959,"0",69.36
"2882","WV","West Virginia","b",1960,"0",69.56
"2883","WV","West Virginia","b",1961,"0",69.8
"2884","WV","West Virginia","b",1962,"0",69.53
"2885","WV","West Virginia","b",1963,"0",69.16
"2886","WV","West Virginia","b",1964,"0",69.78
"2887","WV","West Virginia","b",1965,"0",69.46
"2888","WV","West Virginia","b",1966,"0",69.43
"2889","WV","West Virginia","b",1967,"0",69.54
"2890","WV","West Virginia","b",1968,"0",69.39
"2891","WV","West Virginia","b",1969,"0",69.49
"2892","WV","West Virginia","b",1970,"0",69.2
"2893","WV","West Virginia","b",1971,"0",69.85
"2894","WV","West Virginia","b",1972,"0",69.69
"2895","WV","West Virginia","b",1973,"0",70.24
"2896","WV","West Virginia","b",1974,"0",70.71
"2897","WV","West Virginia","b",1975,"0",70.99
"2898","WV","West Virginia","b",1976,"0",71.26
"2899","WV","West Virginia","b",1977,"0",71.78
"2900","WV","West Virginia","b",1978,"0",71.83
"2901","WV","West Virginia","b",1979,"0",72.49
"2902","WV","West Virginia","b",1980,"0",72.64
"2903","WV","West Virginia","b",1981,"0",73.17
"2904","WV","West Virginia","b",1982,"0",73.45
"2905","WV","West Virginia","b",1983,"0",73.61
"2906","WV","West Virginia","b",1984,"0",73.78
"2907","WV","West Virginia","b",1985,"0",73.79
"2908","WV","West Virginia","b",1986,"0",73.58
"2909","WV","West Virginia","b",1987,"0",73.77
"2910","WV","West Virginia","b",1988,"0",73.88
"2911","WV","West Virginia","b",1989,"0",74.01
"2912","WV","West Virginia","b",1990,"0",74.43
"2913","WV","West Virginia","b",1991,"0",74.21
"2914","WV","West Virginia","b",1992,"0",74.45
"2915","WV","West Virginia","b",1993,"0",74.3
"2916","WV","West Virginia","b",1994,"0",74.84
"2917","WV","West Virginia","b",1995,"0",74.8
"2918","WV","West Virginia","b",1996,"0",74.81
"2919","WV","West Virginia","b",1997,"0",74.73
"2920","WV","West Virginia","b",1998,"0",74.84
"2921","WV","West Virginia","b",1999,"0",74.96
"2922","WV","West Virginia","b",2000,"0",74.88
"2923","WV","West Virginia","b",2001,"0",75.1
"2924","WV","West Virginia","b",2002,"0",74.82
"2925","WV","West Virginia","b",2003,"0",74.9
"2926","WV","West Virginia","b",2004,"0",75.16
"2927","WV","West Virginia","b",2005,"0",75.24
"2928","WV","West Virginia","b",2006,"0",75.25
"2929","WV","West Virginia","b",2007,"0",75.09
"2930","WV","West Virginia","b",2008,"0",75.21
"2931","WV","West Virginia","b",2009,"0",75.23
"2932","WV","West Virginia","b",2010,"0",75.5
"2933","WV","West Virginia","b",2011,"0",75.17
"2934","WV","West Virginia","b",2012,"0",75.27
"2935","WV","West Virginia","b",2013,"0",75.42
"2936","WV","West Virginia","b",2014,"0",75.33
"2937","WV","West Virginia","b",2015,"0",75.16
"2938","WV","West Virginia","b",2016,"0",74.87
"2939","WV","West Virginia","b",2017,"0",74.64
"2940","WV","West Virginia","b",2018,"0",74.72
"2941","WI","Wisconsin","b",1959,"0",71.18
"2942","WI","Wisconsin","b",1960,"0",71.11
