"","Abbreviation","State","Sex","Year","Age","ex"
"2943","WI","Wisconsin","b",1961,"0",71.69
"2944","WI","Wisconsin","b",1962,"0",71.69
"2945","WI","Wisconsin","b",1963,"0",71.51
"2946","WI","Wisconsin","b",1964,"0",71.8
"2947","WI","Wisconsin","b",1965,"0",71.63
"2948","WI","Wisconsin","b",1966,"0",71.74
"2949","WI","Wisconsin","b",1967,"0",72.21
"2950","WI","Wisconsin","b",1968,"0",71.85
"2951","WI","Wisconsin","b",1969,"0",72.18
"2952","WI","Wisconsin","b",1970,"0",72.47
"2953","WI","Wisconsin","b",1971,"0",72.93
"2954","WI","Wisconsin","b",1972,"0",72.81
"2955","WI","Wisconsin","b",1973,"0",73.17
"2956","WI","Wisconsin","b",1974,"0",73.47
"2957","WI","Wisconsin","b",1975,"0",73.99
"2958","WI","Wisconsin","b",1976,"0",74.28
"2959","WI","Wisconsin","b",1977,"0",74.76
"2960","WI","Wisconsin","b",1978,"0",74.74
"2961","WI","Wisconsin","b",1979,"0",75.37
"2962","WI","Wisconsin","b",1980,"0",75.29
"2963","WI","Wisconsin","b",1981,"0",75.55
"2964","WI","Wisconsin","b",1982,"0",75.94
"2965","WI","Wisconsin","b",1983,"0",76
"2966","WI","Wisconsin","b",1984,"0",76.13
"2967","WI","Wisconsin","b",1985,"0",76.36
"2968","WI","Wisconsin","b",1986,"0",76.3
"2969","WI","Wisconsin","b",1987,"0",76.49
"2970","WI","Wisconsin","b",1988,"0",76.51
"2971","WI","Wisconsin","b",1989,"0",76.82
"2972","WI","Wisconsin","b",1990,"0",76.87
"2973","WI","Wisconsin","b",1991,"0",77.04
"2974","WI","Wisconsin","b",1992,"0",77.57
"2975","WI","Wisconsin","b",1993,"0",77.12
"2976","WI","Wisconsin","b",1994,"0",77.31
"2977","WI","Wisconsin","b",1995,"0",77.42
"2978","WI","Wisconsin","b",1996,"0",77.53
"2979","WI","Wisconsin","b",1997,"0",77.89
"2980","WI","Wisconsin","b",1998,"0",77.75
"2981","WI","Wisconsin","b",1999,"0",77.8
"2982","WI","Wisconsin","b",2000,"0",77.97
"2983","WI","Wisconsin","b",2001,"0",78.08
"2984","WI","Wisconsin","b",2002,"0",78.14
"2985","WI","Wisconsin","b",2003,"0",78.52
"2986","WI","Wisconsin","b",2004,"0",78.88
"2987","WI","Wisconsin","b",2005,"0",78.73
"2988","WI","Wisconsin","b",2006,"0",79.11
"2989","WI","Wisconsin","b",2007,"0",79.15
"2990","WI","Wisconsin","b",2008,"0",79.31
"2991","WI","Wisconsin","b",2009,"0",79.8
"2992","WI","Wisconsin","b",2010,"0",79.64
"2993","WI","Wisconsin","b",2011,"0",79.52
"2994","WI","Wisconsin","b",2012,"0",79.74
"2995","WI","Wisconsin","b",2013,"0",79.52
"2996","WI","Wisconsin","b",2014,"0",79.66
"2997","WI","Wisconsin","b",2015,"0",79.57
"2998","WI","Wisconsin","b",2016,"0",79.38
"2999","WI","Wisconsin","b",2017,"0",79.4
"3000","WI","Wisconsin","b",2018,"0",79.44
"3001","WY","Wyoming","b",1959,"0",70.01
"3002","WY","Wyoming","b",1960,"0",69.17
"3003","WY","Wyoming","b",1961,"0",70.58
"3004","WY","Wyoming","b",1962,"0",70.15
"3005","WY","Wyoming","b",1963,"0",69.81
"3006","WY","Wyoming","b",1964,"0",70
"3007","WY","Wyoming","b",1965,"0",70.77
"3008","WY","Wyoming","b",1966,"0",71.45
"3009","WY","Wyoming","b",1967,"0",71.29
"3010","WY","Wyoming","b",1968,"0",70.7
"3011","WY","Wyoming","b",1969,"0",70.06
"3012","WY","Wyoming","b",1970,"0",70.84
"3013","WY","Wyoming","b",1971,"0",70.44
"3014","WY","Wyoming","b",1972,"0",70.74
"3015","WY","Wyoming","b",1973,"0",71.18
"3016","WY","Wyoming","b",1974,"0",71.25
"3017","WY","Wyoming","b",1975,"0",71.6
"3018","WY","Wyoming","b",1976,"0",71.98
"3019","WY","Wyoming","b",1977,"0",72.78
"3020","WY","Wyoming","b",1978,"0",73.08
"3021","WY","Wyoming","b",1979,"0",73.67
"3022","WY","Wyoming","b",1980,"0",73.75
"3023","WY","Wyoming","b",1981,"0",74.33
"3024","WY","Wyoming","b",1982,"0",74.77
"3025","WY","Wyoming","b",1983,"0",75.33
"3026","WY","Wyoming","b",1984,"0",75.5
"3027","WY","Wyoming","b",1985,"0",75.21
"3028","WY","Wyoming","b",1986,"0",75.63
"3029","WY","Wyoming","b",1987,"0",76.61
"3030","WY","Wyoming","b",1988,"0",75.86
"3031","WY","Wyoming","b",1989,"0",75.96
"3032","WY","Wyoming","b",1990,"0",76.42
"3033","WY","Wyoming","b",1991,"0",76.67
"3034","WY","Wyoming","b",1992,"0",76.44
"3035","WY","Wyoming","b",1993,"0",76.47
"3036","WY","Wyoming","b",1994,"0",76.75
"3037","WY","Wyoming","b",1995,"0",76.28
"3038","WY","Wyoming","b",1996,"0",77.08
"3039","WY","Wyoming","b",1997,"0",76.97
"3040","WY","Wyoming","b",1998,"0",76.81
"3041","WY","Wyoming","b",1999,"0",76.55
"3042","WY","Wyoming","b",2000,"0",77.12
"3043","WY","Wyoming","b",2001,"0",76.93
"3044","WY","Wyoming","b",2002,"0",76.6
"3045","WY","Wyoming","b",2003,"0",76.88
"3046","WY","Wyoming","b",2004,"0",77.66
"3047","WY","Wyoming","b",2005,"0",77.52
"3048","WY","Wyoming","b",2006,"0",77.16
"3049","WY","Wyoming","b",2007,"0",77.4
"3050","WY","Wyoming","b",2008,"0",77.89
"3051","WY","Wyoming","b",2009,"0",78.16
"3052","WY","Wyoming","b",2010,"0",78.07
"3053","WY","Wyoming","b",2011,"0",78.38
"3054","WY","Wyoming","b",2012,"0",78.52
"3055","WY","Wyoming","b",2013,"0",78.82
"3056","WY","Wyoming","b",2014,"0",78.47
"3057","WY","Wyoming","b",2015,"0",78.29
"3058","WY","Wyoming","b",2016,"0",78.88
"3059","WY","Wyoming","b",2017,"0",79.1
"3060","WY","Wyoming","b",2018,"0",78.68
