Abbreviation,State,Sex,Year,Age,ex
AK,Alaska,b,1960,0,67.23
AK,Alaska,b,1961,0,67.99
AK,Alaska,b,1964,0,67
AK,Alaska,b,1965,0,68.64
AK,Alaska,b,1962,0,67.86
AK,Alaska,b,1963,0,68.13
AK,Alaska,b,1959,0,68.68
AK,Alaska,b,1973,0,70.32
AK,Alaska,b,1974,0,70.83
AK,Alaska,b,1975,0,71.63
AK,Alaska,b,1976,0,71.71
AK,Alaska,b,1977,0,72.13
AK,Alaska,b,1978,0,72.12
AK,Alaska,b,1966,0,69.21
AK,Alaska,b,1967,0,69.33
AK,Alaska,b,1968,0,69.24
AK,Alaska,b,1969,0,70.05
AK,Alaska,b,1970,0,69.22
AK,Alaska,b,1971,0,69.47
AK,Alaska,b,1972,0,70.19
AK,Alaska,b,1999,0,76.61
AK,Alaska,b,2000,0,76.15
AK,Alaska,b,2001,0,76.43
AK,Alaska,b,2002,0,76.89
AK,Alaska,b,2003,0,76.62
AK,Alaska,b,2004,0,77.5
AK,Alaska,b,2005,0,77.68
AK,Alaska,b,2006,0,77.34
AK,Alaska,b,2007,0,77.42
AK,Alaska,b,2008,0,77.78
AK,Alaska,b,2009,0,77.78
AK,Alaska,b,2010,0,77.92
AK,Alaska,b,2011,0,78.02
AK,Alaska,b,2012,0,78.25
AK,Alaska,b,2013,0,78.37
AK,Alaska,b,2014,0,78.33
AK,Alaska,b,2015,0,78.03
AK,Alaska,b,2016,0,77.84
AK,Alaska,b,2017,0,78.36
AK,Alaska,b,2018,0,78.78
AK,Alaska,b,1979,0,72.91
AK,Alaska,b,1980,0,72.38
AK,Alaska,b,1981,0,72.97
AK,Alaska,b,1982,0,73.48
AK,Alaska,b,1983,0,73.72
AK,Alaska,b,1984,0,74.16
AK,Alaska,b,1985,0,73.92
AK,Alaska,b,1986,0,73.88
AK,Alaska,b,1987,0,74.5
AK,Alaska,b,1988,0,74.79
AK,Alaska,b,1989,0,75.01
AK,Alaska,b,1990,0,74.96
AK,Alaska,b,1991,0,75.42
AK,Alaska,b,1992,0,75.39
AK,Alaska,b,1993,0,75.54
AK,Alaska,b,1994,0,75.68
AK,Alaska,b,1995,0,75.57
AK,Alaska,b,1996,0,75.83
AK,Alaska,b,1997,0,76.23
AK,Alaska,b,1998,0,76.8
AL,Alabama,b,1979,0,72.36
AL,Alabama,b,1980,0,72.32
AL,Alabama,b,1981,0,72.86
AL,Alabama,b,1982,0,73.31
AL,Alabama,b,1983,0,73.38
AL,Alabama,b,1984,0,73.29
AL,Alabama,b,1985,0,73.3
AL,Alabama,b,1986,0,73.28
AL,Alabama,b,1987,0,73.6
AL,Alabama,b,1988,0,73.35
AL,Alabama,b,1989,0,73.53
AL,Alabama,b,1990,0,73.66
AL,Alabama,b,1991,0,73.64
AL,Alabama,b,1992,0,74.2
AL,Alabama,b,1993,0,73.83
AL,Alabama,b,1994,0,73.94
AL,Alabama,b,1995,0,73.93
AL,Alabama,b,1996,0,74
AL,Alabama,b,1997,0,74.29
AL,Alabama,b,1998,0,74.29
AL,Alabama,b,1959,0,68.25
AL,Alabama,b,1960,0,67.91
AL,Alabama,b,1961,0,68.56
AL,Alabama,b,1962,0,68.31
AL,Alabama,b,1963,0,68
AL,Alabama,b,1964,0,68.33
AL,Alabama,b,1965,0,68.21
AL,Alabama,b,1966,0,68.26
AL,Alabama,b,1967,0,68.98
AL,Alabama,b,1968,0,68.61
AL,Alabama,b,1969,0,68.71
AL,Alabama,b,1970,0,69.15
AL,Alabama,b,1971,0,69.45
AL,Alabama,b,1972,0,69.56
AL,Alabama,b,1973,0,69.6
AL,Alabama,b,1974,0,70.18
AL,Alabama,b,1975,0,71.03
AL,Alabama,b,1976,0,71.21
AL,Alabama,b,1977,0,71.38
AL,Alabama,b,1978,0,71.91
AL,Alabama,b,2005,0,74.57
AL,Alabama,b,2006,0,74.6
AL,Alabama,b,2007,0,74.9
AL,Alabama,b,2008,0,74.97
AL,Alabama,b,2009,0,75.29
AL,Alabama,b,2010,0,75.34
AL,Alabama,b,2011,0,75.39
AL,Alabama,b,1999,0,74.26
AL,Alabama,b,2000,0,74.42
AL,Alabama,b,2001,0,74.51
AL,Alabama,b,2002,0,74.5
AL,Alabama,b,2003,0,74.48
AL,Alabama,b,2004,0,74.63
AL,Alabama,b,2018,0,75.4
AL,Alabama,b,2014,0,75.54
AL,Alabama,b,2015,0,75.36
AL,Alabama,b,2012,0,75.42
AL,Alabama,b,2013,0,75.39
AL,Alabama,b,2016,0,75.19
AL,Alabama,b,2017,0,75.4
AR,Arkansas,b,1960,0,69.89
AR,Arkansas,b,1961,0,70.47
AR,Arkansas,b,1964,0,69.83
AR,Arkansas,b,1965,0,70.29
AR,Arkansas,b,1962,0,69.77
AR,Arkansas,b,1963,0,69.57
AR,Arkansas,b,1959,0,70.37
AR,Arkansas,b,1973,0,71.03
AR,Arkansas,b,1974,0,71.43
AR,Arkansas,b,1975,0,72
AR,Arkansas,b,1976,0,72.72
AR,Arkansas,b,1977,0,73.07
AR,Arkansas,b,1978,0,72.95
AR,Arkansas,b,1966,0,70.42
AR,Arkansas,b,1967,0,70.65
AR,Arkansas,b,1968,0,70.01
AR,Arkansas,b,1969,0,70.32
AR,Arkansas,b,1970,0,70.75
AR,Arkansas,b,1971,0,70.94
AR,Arkansas,b,1972,0,70.9
AR,Arkansas,b,1999,0,74.95
AR,Arkansas,b,2000,0,74.78
AR,Arkansas,b,2001,0,75.05
AR,Arkansas,b,2002,0,74.82
AR,Arkansas,b,2003,0,75.15
AR,Arkansas,b,2004,0,75.27
AR,Arkansas,b,2005,0,75.34
AR,Arkansas,b,2006,0,75.45
AR,Arkansas,b,2007,0,75.65
AR,Arkansas,b,2008,0,75.34
AR,Arkansas,b,2009,0,75.73
AR,Arkansas,b,2010,0,75.99
AR,Arkansas,b,2011,0,75.89
AR,Arkansas,b,2012,0,75.83
AR,Arkansas,b,2013,0,75.88
AR,Arkansas,b,2014,0,75.97
AR,Arkansas,b,2015,0,75.7
AR,Arkansas,b,2016,0,75.76
AR,Arkansas,b,2017,0,75.62
AR,Arkansas,b,2018,0,76
AR,Arkansas,b,1979,0,73.72
AR,Arkansas,b,1980,0,73.34
AR,Arkansas,b,1981,0,73.88
AR,Arkansas,b,1982,0,74.17
AR,Arkansas,b,1983,0,74.04
AR,Arkansas,b,1984,0,73.99
AR,Arkansas,b,1985,0,73.85
AR,Arkansas,b,1986,0,74.15
AR,Arkansas,b,1987,0,74.06
AR,Arkansas,b,1988,0,73.98
AR,Arkansas,b,1989,0,74.22
AR,Arkansas,b,1990,0,74.35
AR,Arkansas,b,1991,0,74.3
AR,Arkansas,b,1992,0,74.6
AR,Arkansas,b,1993,0,74.17
AR,Arkansas,b,1994,0,74.44
AR,Arkansas,b,1995,0,74.55
AR,Arkansas,b,1996,0,74.82
AR,Arkansas,b,1997,0,74.43
AR,Arkansas,b,1998,0,74.84
AZ,Arizona,b,1979,0,74.31
AZ,Arizona,b,1980,0,74.17
AZ,Arizona,b,1981,0,74.79
AZ,Arizona,b,1982,0,75.25
AZ,Arizona,b,1983,0,75.49
AZ,Arizona,b,1984,0,75.29
AZ,Arizona,b,1985,0,75.53
AZ,Arizona,b,1986,0,75.54
AZ,Arizona,b,1987,0,75.46
AZ,Arizona,b,1988,0,75.66
AZ,Arizona,b,1989,0,75.93
AZ,Arizona,b,1990,0,76.23
AZ,Arizona,b,1991,0,76.37
AZ,Arizona,b,1992,0,76.32
AZ,Arizona,b,1993,0,76.07
AZ,Arizona,b,1994,0,76.21
AZ,Arizona,b,1995,0,76.41
AZ,Arizona,b,1996,0,76.61
AZ,Arizona,b,1997,0,77.02
AZ,Arizona,b,1998,0,77.05
AZ,Arizona,b,1959,0,69.43
AZ,Arizona,b,1960,0,69.25
AZ,Arizona,b,1961,0,69.44
AZ,Arizona,b,1962,0,69.38
AZ,Arizona,b,1963,0,69.21
AZ,Arizona,b,1964,0,69.67
AZ,Arizona,b,1965,0,70.45
AZ,Arizona,b,1966,0,70.13
AZ,Arizona,b,1967,0,70.72
AZ,Arizona,b,1968,0,70.45
AZ,Arizona,b,1969,0,70.8
AZ,Arizona,b,1970,0,70.9
AZ,Arizona,b,1971,0,71.05
AZ,Arizona,b,1972,0,71.87
AZ,Arizona,b,1973,0,71.97
AZ,Arizona,b,1974,0,72.52
AZ,Arizona,b,1975,0,73.28
AZ,Arizona,b,1976,0,73.68
AZ,Arizona,b,1977,0,73.89
AZ,Arizona,b,1978,0,73.89
AZ,Arizona,b,2005,0,77.55
AZ,Arizona,b,2006,0,77.75
AZ,Arizona,b,2007,0,78.34
AZ,Arizona,b,2008,0,78.75
AZ,Arizona,b,2009,0,79.04
AZ,Arizona,b,2010,0,79.23
AZ,Arizona,b,2011,0,79.29
AZ,Arizona,b,1999,0,77
AZ,Arizona,b,2000,0,77.14
AZ,Arizona,b,2001,0,77.3
AZ,Arizona,b,2002,0,77.26
AZ,Arizona,b,2003,0,77.46
AZ,Arizona,b,2004,0,77.84
AZ,Arizona,b,2018,0,79.51
AZ,Arizona,b,2014,0,79.6
AZ,Arizona,b,2015,0,79.48
AZ,Arizona,b,2012,0,79.32
AZ,Arizona,b,2013,0,79.48
AZ,Arizona,b,2016,0,79.29
AZ,Arizona,b,2017,0,79.47
CA,California,b,1959,0,71.18
CA,California,b,1960,0,70.83
CA,California,b,1961,0,71.07
CA,California,b,1962,0,71.09
CA,California,b,1963,0,70.88
CA,California,b,1964,0,70.96
CA,California,b,1965,0,71.1
CA,California,b,1966,0,71.1
CA,California,b,1967,0,71.45
CA,California,b,1968,0,71.51
CA,California,b,1969,0,71.44
CA,California,b,1970,0,71.8
CA,California,b,1971,0,72.01
CA,California,b,1972,0,72.29
CA,California,b,1973,0,72.52
CA,California,b,1974,0,73.03
CA,California,b,1975,0,73.35
CA,California,b,1976,0,73.76
CA,California,b,1977,0,74.18
CA,California,b,1978,0,74.21
CA,California,b,1979,0,74.54
CA,California,b,1980,0,74.33
CA,California,b,1981,0,74.83
CA,California,b,1982,0,75.01
CA,California,b,1983,0,75.35
CA,California,b,1984,0,75.23
CA,California,b,1985,0,75.14
CA,California,b,1986,0,75.29
CA,California,b,1987,0,75.3
CA,California,b,1988,0,75.27
CA,California,b,1989,0,75.43
CA,California,b,1990,0,75.82
CA,California,b,1991,0,76.07
CA,California,b,1992,0,76.32
CA,California,b,1993,0,76.25
CA,California,b,1994,0,76.38
CA,California,b,1995,0,76.64
CA,California,b,1996,0,77.1
CA,California,b,1997,0,77.44
CA,California,b,1998,0,77.65
CA,California,b,1999,0,77.87
CA,California,b,2000,0,78.09
CA,California,b,2001,0,78.14
CA,California,b,2002,0,78.37
CA,California,b,2003,0,78.4
CA,California,b,2004,0,78.91
CA,California,b,2005,0,78.93
CA,California,b,2006,0,79.17
CA,California,b,2007,0,79.57
CA,California,b,2008,0,79.88
CA,California,b,2009,0,80.23
CA,California,b,2010,0,80.57
CA,California,b,2011,0,80.63
CA,California,b,2012,0,80.84
CA,California,b,2013,0,80.87
CA,California,b,2014,0,81.24
CA,California,b,2015,0,80.98
CA,California,b,2016,0,81.08
CA,California,b,2017,0,81.14
CA,California,b,2018,0,81.34
CO,Colorado,b,1959,0,70.88
CO,Colorado,b,1960,0,70.9
CO,Colorado,b,1961,0,71.22
CO,Colorado,b,1962,0,70.94
CO,Colorado,b,1963,0,71.05
CO,Colorado,b,1964,0,71.02
CO,Colorado,b,1965,0,71.5
CO,Colorado,b,1966,0,71.68
CO,Colorado,b,1967,0,72.01
CO,Colorado,b,1968,0,71.32
CO,Colorado,b,1969,0,72.13
CO,Colorado,b,1970,0,72.13
CO,Colorado,b,1971,0,72.35
CO,Colorado,b,1972,0,72.81
CO,Colorado,b,1973,0,72.66
CO,Colorado,b,1974,0,73.48
CO,Colorado,b,1975,0,74.16
CO,Colorado,b,1976,0,74.26
CO,Colorado,b,1977,0,74.76
CO,Colorado,b,1978,0,74.89
CO,Colorado,b,1979,0,75.29
CO,Colorado,b,1980,0,75.42
CO,Colorado,b,1981,0,75.5
CO,Colorado,b,1982,0,75.85
CO,Colorado,b,1983,0,76.23
CO,Colorado,b,1984,0,76.14
CO,Colorado,b,1985,0,76.53
CO,Colorado,b,1986,0,76.43
CO,Colorado,b,1987,0,76.59
CO,Colorado,b,1988,0,76.77
CO,Colorado,b,1989,0,77.16
CO,Colorado,b,1990,0,77.21
CO,Colorado,b,1991,0,77.01
CO,Colorado,b,1992,0,77.53
CO,Colorado,b,1993,0,77.27
CO,Colorado,b,1994,0,77.45
CO,Colorado,b,1995,0,77.52
CO,Colorado,b,1996,0,77.7
CO,Colorado,b,1997,0,78.04
CO,Colorado,b,1998,0,77.98
CO,Colorado,b,1999,0,78.11
CO,Colorado,b,2000,0,78.36
CO,Colorado,b,2001,0,78.34
CO,Colorado,b,2002,0,78.3
CO,Colorado,b,2003,0,78.4
CO,Colorado,b,2004,0,79.11
CO,Colorado,b,2005,0,78.99
CO,Colorado,b,2006,0,79.4
CO,Colorado,b,2007,0,79.61
CO,Colorado,b,2008,0,79.45
CO,Colorado,b,2009,0,79.75
CO,Colorado,b,2010,0,80.1
CO,Colorado,b,2011,0,80.13
CO,Colorado,b,2012,0,80.35
CO,Colorado,b,2013,0,80.45
CO,Colorado,b,2014,0,80.3
CO,Colorado,b,2015,0,80.31
CO,Colorado,b,2016,0,80.14
CO,Colorado,b,2017,0,80.31
CO,Colorado,b,2018,0,80.47
CT,Connecticut,b,1959,0,71.09
CT,Connecticut,b,1960,0,71.05
CT,Connecticut,b,1961,0,71.41
CT,Connecticut,b,1962,0,71.11
CT,Connecticut,b,1963,0,70.99
CT,Connecticut,b,1964,0,71.48
CT,Connecticut,b,1965,0,71.44
CT,Connecticut,b,1966,0,71.47
CT,Connecticut,b,1967,0,71.73
CT,Connecticut,b,1968,0,71.64
CT,Connecticut,b,1969,0,72.18
CT,Connecticut,b,1970,0,72.57
CT,Connecticut,b,1971,0,72.9
CT,Connecticut,b,1972,0,72.99
CT,Connecticut,b,1973,0,73.22
CT,Connecticut,b,1974,0,73.65
CT,Connecticut,b,1975,0,74.02
CT,Connecticut,b,1976,0,74.31
CT,Connecticut,b,1977,0,74.73
CT,Connecticut,b,1978,0,74.89
CT,Connecticut,b,1979,0,75.18
CT,Connecticut,b,1980,0,74.93
CT,Connecticut,b,1981,0,75.39
CT,Connecticut,b,1982,0,75.6
CT,Connecticut,b,1983,0,75.9
CT,Connecticut,b,1984,0,75.86
CT,Connecticut,b,1985,0,75.91
CT,Connecticut,b,1986,0,76.11
CT,Connecticut,b,1987,0,76.26
CT,Connecticut,b,1988,0,76.28
CT,Connecticut,b,1989,0,76.47
CT,Connecticut,b,1990,0,77.12
CT,Connecticut,b,1991,0,77.19
CT,Connecticut,b,1992,0,77.32
CT,Connecticut,b,1993,0,77.08
CT,Connecticut,b,1994,0,77.02
CT,Connecticut,b,1995,0,77.3
CT,Connecticut,b,1996,0,77.57
CT,Connecticut,b,1997,0,77.92
CT,Connecticut,b,1998,0,78.03
CT,Connecticut,b,1999,0,78.44
CT,Connecticut,b,2000,0,78.25
CT,Connecticut,b,2001,0,78.62
CT,Connecticut,b,2002,0,78.73
CT,Connecticut,b,2003,0,79.1
CT,Connecticut,b,2004,0,79.35
CT,Connecticut,b,2005,0,79.52
CT,Connecticut,b,2006,0,79.7
CT,Connecticut,b,2007,0,80.07
CT,Connecticut,b,2008,0,80.28
CT,Connecticut,b,2009,0,80.51
CT,Connecticut,b,2010,0,80.71
CT,Connecticut,b,2011,0,80.7
CT,Connecticut,b,2012,0,80.88
CT,Connecticut,b,2013,0,80.96
CT,Connecticut,b,2014,0,81.1
CT,Connecticut,b,2015,0,80.82
CT,Connecticut,b,2016,0,80.87
CT,Connecticut,b,2017,0,80.7
CT,Connecticut,b,2018,0,80.86
DC,District of Columbia,b,1960,0,66.32
DC,District of Columbia,b,1961,0,66.54
DC,District of Columbia,b,1964,0,65.84
DC,District of Columbia,b,1965,0,65.94
DC,District of Columbia,b,1962,0,66.63
DC,District of Columbia,b,1963,0,65.98
DC,District of Columbia,b,1959,0,66.1
DC,District of Columbia,b,1973,0,66.82
DC,District of Columbia,b,1974,0,66.99
DC,District of Columbia,b,1975,0,67.43
DC,District of Columbia,b,1976,0,68.31
DC,District of Columbia,b,1977,0,68.27
DC,District of Columbia,b,1978,0,68.75
DC,District of Columbia,b,1966,0,65.47
DC,District of Columbia,b,1967,0,65.95
DC,District of Columbia,b,1968,0,65.94
DC,District of Columbia,b,1969,0,65.43
DC,District of Columbia,b,1970,0,65.15
DC,District of Columbia,b,1971,0,65.65
DC,District of Columbia,b,1972,0,66.12
DC,District of Columbia,b,1999,0,71.58
DC,District of Columbia,b,2000,0,72.07
DC,District of Columbia,b,2001,0,72.31
DC,District of Columbia,b,2002,0,72.54
DC,District of Columbia,b,2003,0,73.24
DC,District of Columbia,b,2004,0,73.48
DC,District of Columbia,b,2005,0,73.47
DC,District of Columbia,b,2006,0,73.98
DC,District of Columbia,b,2007,0,74.53
DC,District of Columbia,b,2008,0,74.72
DC,District of Columbia,b,2009,0,76
DC,District of Columbia,b,2010,0,76.93
DC,District of Columbia,b,2011,0,77.75
DC,District of Columbia,b,2012,0,77.99
DC,District of Columbia,b,2013,0,78.32
DC,District of Columbia,b,2014,0,78.42
DC,District of Columbia,b,2015,0,78.19
DC,District of Columbia,b,2016,0,77.95
DC,District of Columbia,b,2017,0,78.36
DC,District of Columbia,b,2018,0,78.52
DC,District of Columbia,b,1979,0,69.32
DC,District of Columbia,b,1980,0,68.85
DC,District of Columbia,b,1981,0,68.84
DC,District of Columbia,b,1982,0,69.93
DC,District of Columbia,b,1983,0,70.15
DC,District of Columbia,b,1984,0,69.75
DC,District of Columbia,b,1985,0,69.5
DC,District of Columbia,b,1986,0,68.77
DC,District of Columbia,b,1987,0,68.36
DC,District of Columbia,b,1988,0,67.46
DC,District of Columbia,b,1989,0,67
DC,District of Columbia,b,1990,0,67.44
DC,District of Columbia,b,1991,0,67.53
DC,District of Columbia,b,1992,0,67.71
DC,District of Columbia,b,1993,0,67.49
DC,District of Columbia,b,1994,0,67.22
DC,District of Columbia,b,1995,0,68.1
DC,District of Columbia,b,1996,0,68.85
DC,District of Columbia,b,1997,0,70.67
DC,District of Columbia,b,1998,0,71.38
DE,Delaware,b,1979,0,73.17
DE,Delaware,b,1980,0,73.15
DE,Delaware,b,1981,0,73.6
DE,Delaware,b,1982,0,73.7
DE,Delaware,b,1983,0,74.58
DE,Delaware,b,1984,0,74.61
DE,Delaware,b,1985,0,73.93
DE,Delaware,b,1986,0,74.11
DE,Delaware,b,1987,0,74.39
DE,Delaware,b,1988,0,74.26
DE,Delaware,b,1989,0,74.37
DE,Delaware,b,1990,0,75.03
DE,Delaware,b,1991,0,75.1
DE,Delaware,b,1992,0,75.49
DE,Delaware,b,1993,0,75.42
DE,Delaware,b,1994,0,75.33
DE,Delaware,b,1995,0,75.78
DE,Delaware,b,1996,0,75.74
DE,Delaware,b,1997,0,76.16
DE,Delaware,b,1998,0,76.34
DE,Delaware,b,1959,0,69.65
DE,Delaware,b,1960,0,69.08
DE,Delaware,b,1961,0,69.87
DE,Delaware,b,1962,0,69.72
DE,Delaware,b,1963,0,69.58
DE,Delaware,b,1964,0,69.72
DE,Delaware,b,1965,0,69.61
DE,Delaware,b,1966,0,69.19
DE,Delaware,b,1967,0,69.77
DE,Delaware,b,1968,0,69.31
DE,Delaware,b,1969,0,69.8
DE,Delaware,b,1970,0,69.92
DE,Delaware,b,1971,0,70.93
DE,Delaware,b,1972,0,70.65
DE,Delaware,b,1973,0,71.06
DE,Delaware,b,1974,0,71.21
DE,Delaware,b,1975,0,72.42
DE,Delaware,b,1976,0,72.74
DE,Delaware,b,1977,0,73.22
DE,Delaware,b,1978,0,72.92
DE,Delaware,b,2005,0,77.16
DE,Delaware,b,2006,0,77.69
DE,Delaware,b,2007,0,78.01
DE,Delaware,b,2008,0,77.66
DE,Delaware,b,2009,0,78.17
DE,Delaware,b,2010,0,78.24
DE,Delaware,b,2011,0,78.28
DE,Delaware,b,1999,0,76.69
DE,Delaware,b,2000,0,76.39
DE,Delaware,b,2001,0,76.19
DE,Delaware,b,2002,0,77.05
DE,Delaware,b,2003,0,76.99
DE,Delaware,b,2004,0,77.09
DE,Delaware,b,2018,0,78.19
DE,Delaware,b,2014,0,78.88
DE,Delaware,b,2015,0,78.47
DE,Delaware,b,2012,0,78.61
DE,Delaware,b,2013,0,78.9
DE,Delaware,b,2016,0,78.39
DE,Delaware,b,2017,0,78.28
FL,Florida,b,1959,0,70.34
FL,Florida,b,1960,0,69.87
FL,Florida,b,1961,0,70.45
FL,Florida,b,1962,0,70.15
FL,Florida,b,1963,0,70.15
FL,Florida,b,1964,0,70.45
FL,Florida,b,1965,0,70.53
FL,Florida,b,1966,0,70.51
FL,Florida,b,1967,0,71.03
FL,Florida,b,1968,0,70.48
FL,Florida,b,1969,0,70.49
FL,Florida,b,1970,0,70.75
FL,Florida,b,1971,0,71.32
FL,Florida,b,1972,0,71.3
FL,Florida,b,1973,0,71.26
FL,Florida,b,1974,0,72.15
FL,Florida,b,1975,0,73.03
FL,Florida,b,1976,0,73.5
FL,Florida,b,1977,0,73.71
FL,Florida,b,1978,0,73.93
FL,Florida,b,1979,0,74.09
FL,Florida,b,1980,0,73.82
FL,Florida,b,1981,0,74.03
FL,Florida,b,1982,0,74.74
FL,Florida,b,1983,0,74.91
FL,Florida,b,1984,0,75.17
FL,Florida,b,1985,0,74.96
FL,Florida,b,1986,0,75.17
FL,Florida,b,1987,0,75.24
FL,Florida,b,1988,0,75.13
FL,Florida,b,1989,0,75.41
FL,Florida,b,1990,0,75.66
FL,Florida,b,1991,0,75.96
FL,Florida,b,1992,0,76.16
FL,Florida,b,1993,0,75.88
FL,Florida,b,1994,0,75.97
FL,Florida,b,1995,0,75.99
FL,Florida,b,1996,0,76.52
FL,Florida,b,1997,0,76.9
FL,Florida,b,1998,0,76.99
FL,Florida,b,1999,0,76.91
FL,Florida,b,2000,0,76.97
FL,Florida,b,2001,0,77.04
FL,Florida,b,2002,0,77.21
FL,Florida,b,2003,0,77.33
FL,Florida,b,2004,0,77.58
FL,Florida,b,2005,0,77.71
FL,Florida,b,2006,0,77.92
FL,Florida,b,2007,0,78.29
FL,Florida,b,2008,0,78.45
FL,Florida,b,2009,0,78.79
FL,Florida,b,2010,0,78.97
FL,Florida,b,2011,0,79.29
FL,Florida,b,2012,0,79.52
FL,Florida,b,2013,0,79.63
FL,Florida,b,2014,0,79.63
FL,Florida,b,2015,0,79.53
FL,Florida,b,2016,0,79.37
FL,Florida,b,2017,0,79.42
FL,Florida,b,2018,0,79.72
GA,Georgia,b,1959,0,67.91
GA,Georgia,b,1960,0,67.5
GA,Georgia,b,1961,0,68.35
GA,Georgia,b,1962,0,68
GA,Georgia,b,1963,0,67.66
GA,Georgia,b,1964,0,68.01
GA,Georgia,b,1965,0,68.11
GA,Georgia,b,1966,0,68.21
GA,Georgia,b,1967,0,68.57
GA,Georgia,b,1968,0,67.84
GA,Georgia,b,1969,0,68.23
GA,Georgia,b,1970,0,68.37
GA,Georgia,b,1971,0,68.95
GA,Georgia,b,1972,0,68.99
GA,Georgia,b,1973,0,69.1
GA,Georgia,b,1974,0,69.87
GA,Georgia,b,1975,0,70.78
GA,Georgia,b,1976,0,71.24
GA,Georgia,b,1977,0,71.31
GA,Georgia,b,1978,0,71.59
GA,Georgia,b,1979,0,72.08
GA,Georgia,b,1980,0,72.14
GA,Georgia,b,1981,0,72.42
GA,Georgia,b,1982,0,73.07
GA,Georgia,b,1983,0,72.99
GA,Georgia,b,1984,0,73.17
GA,Georgia,b,1985,0,73.03
GA,Georgia,b,1986,0,73.18
GA,Georgia,b,1987,0,73.25
GA,Georgia,b,1988,0,73.16
GA,Georgia,b,1989,0,73.34
GA,Georgia,b,1990,0,73.78
GA,Georgia,b,1991,0,73.99
GA,Georgia,b,1992,0,74.35
GA,Georgia,b,1993,0,74.06
GA,Georgia,b,1994,0,74.38
GA,Georgia,b,1995,0,74.38
GA,Georgia,b,1996,0,74.63
GA,Georgia,b,1997,0,75.04
GA,Georgia,b,1998,0,75.16
GA,Georgia,b,1999,0,75.18
GA,Georgia,b,2000,0,75.1
GA,Georgia,b,2001,0,75.28
GA,Georgia,b,2002,0,75.46
GA,Georgia,b,2003,0,75.54
GA,Georgia,b,2004,0,75.92
GA,Georgia,b,2005,0,76.14
GA,Georgia,b,2006,0,76.29
GA,Georgia,b,2007,0,76.54
GA,Georgia,b,2008,0,76.78
GA,Georgia,b,2009,0,77.11
GA,Georgia,b,2010,0,77.26
GA,Georgia,b,2011,0,77.6
GA,Georgia,b,2012,0,77.78
GA,Georgia,b,2013,0,77.64
GA,Georgia,b,2014,0,77.65
GA,Georgia,b,2015,0,77.45
GA,Georgia,b,2016,0,77.48
GA,Georgia,b,2017,0,77.63
GA,Georgia,b,2018,0,77.72
HI,Hawaii,b,1959,0,71.52
HI,Hawaii,b,1960,0,71.34
HI,Hawaii,b,1961,0,72.34
HI,Hawaii,b,1962,0,72.31
HI,Hawaii,b,1963,0,72.3
HI,Hawaii,b,1964,0,72.83
HI,Hawaii,b,1965,0,73.09
HI,Hawaii,b,1966,0,73.27
HI,Hawaii,b,1967,0,73.32
HI,Hawaii,b,1968,0,72.77
HI,Hawaii,b,1969,0,73.28
HI,Hawaii,b,1970,0,74.04
HI,Hawaii,b,1971,0,74.31
HI,Hawaii,b,1972,0,74.58
HI,Hawaii,b,1973,0,74.98
HI,Hawaii,b,1974,0,75.52
HI,Hawaii,b,1975,0,76.12
HI,Hawaii,b,1976,0,76.55
HI,Hawaii,b,1977,0,76.97
HI,Hawaii,b,1978,0,77.19
HI,Hawaii,b,1979,0,76.9
HI,Hawaii,b,1980,0,77.05
HI,Hawaii,b,1981,0,77.6
HI,Hawaii,b,1982,0,77.68
HI,Hawaii,b,1983,0,77.49
HI,Hawaii,b,1984,0,77.66
HI,Hawaii,b,1985,0,77.85
HI,Hawaii,b,1986,0,78.06
HI,Hawaii,b,1987,0,77.83
HI,Hawaii,b,1988,0,78.66
HI,Hawaii,b,1989,0,78.18
HI,Hawaii,b,1990,0,78.16
HI,Hawaii,b,1991,0,78.66
HI,Hawaii,b,1992,0,78.74
HI,Hawaii,b,1993,0,78.62
HI,Hawaii,b,1994,0,78.86
HI,Hawaii,b,1995,0,78.73
HI,Hawaii,b,1996,0,78.77
HI,Hawaii,b,1997,0,79.13
HI,Hawaii,b,1998,0,79.25
HI,Hawaii,b,1999,0,79.35
HI,Hawaii,b,2000,0,79.51
HI,Hawaii,b,2001,0,79.8
HI,Hawaii,b,2002,0,79.73
HI,Hawaii,b,2003,0,79.83
HI,Hawaii,b,2004,0,80.15
HI,Hawaii,b,2005,0,80.29
HI,Hawaii,b,2006,0,80.18
HI,Hawaii,b,2007,0,80.52
HI,Hawaii,b,2008,0,80.98
HI,Hawaii,b,2009,0,80.67
HI,Hawaii,b,2010,0,81.34
HI,Hawaii,b,2011,0,81.35
HI,Hawaii,b,2012,0,81.49
HI,Hawaii,b,2013,0,81.43
HI,Hawaii,b,2014,0,81.68
HI,Hawaii,b,2015,0,81.52
HI,Hawaii,b,2016,0,81.82
HI,Hawaii,b,2017,0,81.6
HI,Hawaii,b,2018,0,81.87
IA,Iowa,b,1960,0,71.92
IA,Iowa,b,1961,0,72.24
IA,Iowa,b,1959,0,71.83
IA,Iowa,b,1964,0,72.09
IA,Iowa,b,1965,0,72.1
IA,Iowa,b,1962,0,72.28
IA,Iowa,b,1963,0,72.08
IA,Iowa,b,1972,0,72.96
IA,Iowa,b,1973,0,73.26
IA,Iowa,b,1974,0,73.66
