Abbreviation,State,Sex,Year,Age,ex
VT,Vermont,b,2005,0,79.39
VT,Vermont,b,2006,0,79.46
VT,Vermont,b,2007,0,79.6
VT,Vermont,b,2008,0,79.8
VT,Vermont,b,2009,0,80.35
VT,Vermont,b,2010,0,80.11
VT,Vermont,b,2011,0,79.86
VT,Vermont,b,1999,0,78.11
VT,Vermont,b,2000,0,78.19
VT,Vermont,b,2001,0,78.32
VT,Vermont,b,2002,0,78.79
VT,Vermont,b,2003,0,78.91
VT,Vermont,b,2004,0,79.5
VT,Vermont,b,2018,0,79.67
VT,Vermont,b,2014,0,80.14
VT,Vermont,b,2015,0,79.79
VT,Vermont,b,2012,0,80.25
VT,Vermont,b,2013,0,79.9
VT,Vermont,b,2016,0,79.72
VT,Vermont,b,2017,0,79.66
WA,Washington,b,1959,0,70.8
WA,Washington,b,1960,0,71.05
WA,Washington,b,1961,0,71.36
WA,Washington,b,1962,0,71.25
WA,Washington,b,1963,0,71.45
WA,Washington,b,1964,0,71.39
WA,Washington,b,1965,0,71.89
WA,Washington,b,1966,0,71.4
WA,Washington,b,1967,0,71.5
WA,Washington,b,1968,0,71.19
WA,Washington,b,1969,0,71.41
WA,Washington,b,1970,0,71.88
WA,Washington,b,1971,0,72.09
WA,Washington,b,1972,0,72.54
WA,Washington,b,1973,0,72.55
WA,Washington,b,1974,0,73.2
WA,Washington,b,1975,0,73.58
WA,Washington,b,1976,0,73.84
WA,Washington,b,1977,0,74.46
WA,Washington,b,1978,0,74.62
WA,Washington,b,1979,0,75.18
WA,Washington,b,1980,0,75.01
WA,Washington,b,1981,0,75.45
WA,Washington,b,1982,0,75.77
WA,Washington,b,1983,0,76.04
WA,Washington,b,1984,0,75.86
WA,Washington,b,1985,0,75.86
WA,Washington,b,1986,0,76.26
WA,Washington,b,1987,0,76.29
WA,Washington,b,1988,0,76.27
WA,Washington,b,1989,0,76.77
WA,Washington,b,1990,0,76.79
WA,Washington,b,1991,0,77.17
WA,Washington,b,1992,0,77.19
WA,Washington,b,1993,0,76.96
WA,Washington,b,1994,0,77.33
WA,Washington,b,1995,0,77.45
WA,Washington,b,1996,0,77.45
WA,Washington,b,1997,0,77.93
WA,Washington,b,1998,0,77.98
WA,Washington,b,1999,0,77.99
WA,Washington,b,2000,0,78.19
WA,Washington,b,2001,0,78.27
WA,Washington,b,2002,0,78.34
WA,Washington,b,2003,0,78.47
WA,Washington,b,2004,0,79
WA,Washington,b,2005,0,78.98
WA,Washington,b,2006,0,79.35
WA,Washington,b,2007,0,79.36
WA,Washington,b,2008,0,79.35
WA,Washington,b,2009,0,79.67
WA,Washington,b,2010,0,80.08
WA,Washington,b,2011,0,80.09
WA,Washington,b,2012,0,80.17
WA,Washington,b,2013,0,80.29
WA,Washington,b,2014,0,80.31
WA,Washington,b,2015,0,80.08
WA,Washington,b,2016,0,80.35
WA,Washington,b,2017,0,80.17
WA,Washington,b,2018,0,80.36
WI,Wisconsin,b,1960,0,71.11
WI,Wisconsin,b,1961,0,71.69
WI,Wisconsin,b,1964,0,71.8
WI,Wisconsin,b,1965,0,71.63
WI,Wisconsin,b,1962,0,71.69
WI,Wisconsin,b,1963,0,71.51
WI,Wisconsin,b,1959,0,71.18
WI,Wisconsin,b,1973,0,73.17
WI,Wisconsin,b,1974,0,73.47
WI,Wisconsin,b,1975,0,73.99
WI,Wisconsin,b,1976,0,74.28
WI,Wisconsin,b,1977,0,74.76
WI,Wisconsin,b,1978,0,74.74
WI,Wisconsin,b,1966,0,71.74
WI,Wisconsin,b,1967,0,72.21
WI,Wisconsin,b,1968,0,71.85
WI,Wisconsin,b,1969,0,72.18
WI,Wisconsin,b,1970,0,72.47
WI,Wisconsin,b,1971,0,72.93
WI,Wisconsin,b,1972,0,72.81
WI,Wisconsin,b,1999,0,77.8
WI,Wisconsin,b,2000,0,77.97
WI,Wisconsin,b,2001,0,78.08
WI,Wisconsin,b,2002,0,78.14
WI,Wisconsin,b,2003,0,78.52
WI,Wisconsin,b,2004,0,78.88
WI,Wisconsin,b,2005,0,78.73
WI,Wisconsin,b,2006,0,79.11
WI,Wisconsin,b,2007,0,79.15
WI,Wisconsin,b,2008,0,79.31
WI,Wisconsin,b,2009,0,79.8
WI,Wisconsin,b,2010,0,79.64
WI,Wisconsin,b,2011,0,79.52
WI,Wisconsin,b,2012,0,79.74
WI,Wisconsin,b,2013,0,79.52
WI,Wisconsin,b,2014,0,79.66
WI,Wisconsin,b,2015,0,79.57
WI,Wisconsin,b,2016,0,79.38
WI,Wisconsin,b,2017,0,79.4
WI,Wisconsin,b,2018,0,79.44
WI,Wisconsin,b,1979,0,75.37
WI,Wisconsin,b,1980,0,75.29
WI,Wisconsin,b,1981,0,75.55
WI,Wisconsin,b,1982,0,75.94
WI,Wisconsin,b,1983,0,76
WI,Wisconsin,b,1984,0,76.13
WI,Wisconsin,b,1985,0,76.36
WI,Wisconsin,b,1986,0,76.3
WI,Wisconsin,b,1987,0,76.49
WI,Wisconsin,b,1988,0,76.51
WI,Wisconsin,b,1989,0,76.82
WI,Wisconsin,b,1990,0,76.87
WI,Wisconsin,b,1991,0,77.04
WI,Wisconsin,b,1992,0,77.57
WI,Wisconsin,b,1993,0,77.12
WI,Wisconsin,b,1994,0,77.31
WI,Wisconsin,b,1995,0,77.42
WI,Wisconsin,b,1996,0,77.53
WI,Wisconsin,b,1997,0,77.89
WI,Wisconsin,b,1998,0,77.75
WV,West Virginia,b,1979,0,72.49
WV,West Virginia,b,1980,0,72.64
WV,West Virginia,b,1981,0,73.17
WV,West Virginia,b,1982,0,73.45
WV,West Virginia,b,1983,0,73.61
WV,West Virginia,b,1984,0,73.78
WV,West Virginia,b,1985,0,73.79
WV,West Virginia,b,1986,0,73.58
WV,West Virginia,b,1987,0,73.77
WV,West Virginia,b,1988,0,73.88
WV,West Virginia,b,1989,0,74.01
WV,West Virginia,b,1990,0,74.43
WV,West Virginia,b,1991,0,74.21
WV,West Virginia,b,1992,0,74.45
WV,West Virginia,b,1993,0,74.3
WV,West Virginia,b,1994,0,74.84
WV,West Virginia,b,1995,0,74.8
WV,West Virginia,b,1996,0,74.81
WV,West Virginia,b,1997,0,74.73
WV,West Virginia,b,1998,0,74.84
WV,West Virginia,b,1959,0,69.36
WV,West Virginia,b,1960,0,69.56
WV,West Virginia,b,1961,0,69.8
WV,West Virginia,b,1962,0,69.53
WV,West Virginia,b,1963,0,69.16
WV,West Virginia,b,1964,0,69.78
WV,West Virginia,b,1965,0,69.46
WV,West Virginia,b,1966,0,69.43
WV,West Virginia,b,1967,0,69.54
WV,West Virginia,b,1968,0,69.39
WV,West Virginia,b,1969,0,69.49
WV,West Virginia,b,1970,0,69.2
WV,West Virginia,b,1971,0,69.85
WV,West Virginia,b,1972,0,69.69
WV,West Virginia,b,1973,0,70.24
WV,West Virginia,b,1974,0,70.71
WV,West Virginia,b,1975,0,70.99
WV,West Virginia,b,1976,0,71.26
WV,West Virginia,b,1977,0,71.78
WV,West Virginia,b,1978,0,71.83
WV,West Virginia,b,2005,0,75.24
WV,West Virginia,b,2006,0,75.25
WV,West Virginia,b,2007,0,75.09
WV,West Virginia,b,2008,0,75.21
WV,West Virginia,b,2009,0,75.23
WV,West Virginia,b,2010,0,75.5
WV,West Virginia,b,2011,0,75.17
WV,West Virginia,b,1999,0,74.96
WV,West Virginia,b,2000,0,74.88
WV,West Virginia,b,2001,0,75.1
WV,West Virginia,b,2002,0,74.82
WV,West Virginia,b,2003,0,74.9
WV,West Virginia,b,2004,0,75.16
WV,West Virginia,b,2018,0,74.72
WV,West Virginia,b,2014,0,75.33
WV,West Virginia,b,2015,0,75.16
WV,West Virginia,b,2012,0,75.27
WV,West Virginia,b,2013,0,75.42
WV,West Virginia,b,2016,0,74.87
WV,West Virginia,b,2017,0,74.64
WY,Wyoming,b,1959,0,70.01
WY,Wyoming,b,1960,0,69.17
WY,Wyoming,b,1961,0,70.58
WY,Wyoming,b,1962,0,70.15
WY,Wyoming,b,1963,0,69.81
WY,Wyoming,b,1964,0,70
WY,Wyoming,b,1965,0,70.77
WY,Wyoming,b,1966,0,71.45
WY,Wyoming,b,1967,0,71.29
WY,Wyoming,b,1968,0,70.7
WY,Wyoming,b,1969,0,70.06
WY,Wyoming,b,1970,0,70.84
WY,Wyoming,b,1971,0,70.44
WY,Wyoming,b,1972,0,70.74
WY,Wyoming,b,1973,0,71.18
WY,Wyoming,b,1974,0,71.25
WY,Wyoming,b,1975,0,71.6
WY,Wyoming,b,1976,0,71.98
WY,Wyoming,b,1977,0,72.78
WY,Wyoming,b,1978,0,73.08
WY,Wyoming,b,1979,0,73.67
WY,Wyoming,b,1980,0,73.75
WY,Wyoming,b,1981,0,74.33
WY,Wyoming,b,1982,0,74.77
WY,Wyoming,b,1983,0,75.33
WY,Wyoming,b,1984,0,75.5
WY,Wyoming,b,1985,0,75.21
WY,Wyoming,b,1986,0,75.63
WY,Wyoming,b,1987,0,76.61
WY,Wyoming,b,1988,0,75.86
WY,Wyoming,b,1989,0,75.96
WY,Wyoming,b,1990,0,76.42
WY,Wyoming,b,1991,0,76.67
WY,Wyoming,b,1992,0,76.44
WY,Wyoming,b,1993,0,76.47
WY,Wyoming,b,1994,0,76.75
WY,Wyoming,b,1995,0,76.28
WY,Wyoming,b,1996,0,77.08
WY,Wyoming,b,1997,0,76.97
WY,Wyoming,b,1998,0,76.81
WY,Wyoming,b,1999,0,76.55
WY,Wyoming,b,2000,0,77.12
WY,Wyoming,b,2001,0,76.93
WY,Wyoming,b,2002,0,76.6
WY,Wyoming,b,2003,0,76.88
WY,Wyoming,b,2004,0,77.66
WY,Wyoming,b,2005,0,77.52
WY,Wyoming,b,2006,0,77.16
WY,Wyoming,b,2007,0,77.4
WY,Wyoming,b,2008,0,77.89
WY,Wyoming,b,2009,0,78.16
WY,Wyoming,b,2010,0,78.07
WY,Wyoming,b,2011,0,78.38
WY,Wyoming,b,2012,0,78.52
WY,Wyoming,b,2013,0,78.82
WY,Wyoming,b,2014,0,78.47
WY,Wyoming,b,2015,0,78.29
WY,Wyoming,b,2016,0,78.88
WY,Wyoming,b,2017,0,79.1
WY,Wyoming,b,2018,0,78.68
